websites,sku,product_id,part_number,mfg_code,mfg_name,manufacturer_name,ship_method,category_name,sub_category,category_ids,stripped_part,store,attribute_set,type,root_category,product_websites,color,vpd_cost,cost,shipping_note,country_of_manufacture,custom_design,custom_design_from,custom_design_to,custom_layout_update,description,gallery,gift_message_available,has_options,image,image_label,media_gallery,meta_description,meta_keyword,meta_title,minimal_price,msrp,msrp_display_actual_price_type,msrp_enabled,name,Description,options_container,page_layout,price,supplier,required_options,short_description,url_key,small_image,small_image_label,special_from_date,special_price,special_to_date,status,tax_class_id,thumbnail,thumbnail_label,updated_at,url_key,url_path,visibility,weight,qty,min_qty,use_config_min_qty,is_qty_decimal,backorders,use_config_backorders,min_sale_qty,use_config_min_sale_qty,max_sale_qty,use_config_max_sale_qty,is_in_stock,notify_stock_qty,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,stock_status_changed_auto,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,_links_related_sku,_links_related_position,_links_crosssell_sku,_links_crosssell_position,_links_upsell_sku,_links_upsell_position,_associated_sku,_associated_default_qty,_associated_position,_tier_price_website,_tier_price_customer_group,_tier_price_qty,_tier_price_price,_group_price_website,_group_price_customer_group,_group_price_price,_media_attribute_id,_media_image,_media_lable,_media_position,_media_is_disabled
base,9599@TREEFARMER,9599@TREEFARMER,9599,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9599,13821,Default,simple,Default Category,base,,195,325,,,,,,,9599-BAND,,,0,,,,,,,,,Use config,Use config,9599-BAND,9599-BAND,Product Info Column,,325,,,TREEFARMER,9599-BAND,,,,,,Enabled,None,,,,,,"Catalog, Search",3,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,960011-1@ROBBINS,960011-1@ROBBINS,960011-1,ROBBINS,ROBBINS,ROBBINS,,Replacement Parts,,120,960011-1,13822,Default,simple,Default Category,base,,16.96,28.27,,,,,,,960011-1-CUP,,,0,,,,,,,,,Use config,Use config,960011-1-CUP,960011-1-CUP,Product Info Column,,28.27,,,ROBBINS,960011-1-CUP,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,960058-1@ROBBINS,960058-1@ROBBINS,960058-1,ROBBINS,ROBBINS,ROBBINS,,Replacement Parts,,120,960058-1,13823,Default,simple,Default Category,base,,13.53,22.55,,,,,,,960058-1-BEARING,,,0,,,,,,,,,Use config,Use config,960058-1-BEARING,960058-1-BEARING,Product Info Column,,22.55,,,ROBBINS,960058-1-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96009@TIGERCAT,96009@TIGERCAT,96009,TIGERCAT,TIGERCAT,TIGERCAT,,Replacement Parts,,120,96009,13824,Default,simple,Default Category,base,,62.35,103.92,,,,,,,96009-KIT SEAL,,,0,,,,,,,,,Use config,Use config,96009-KIT SEAL,96009-KIT SEAL,Product Info Column,,103.92,,,TIGERCAT,96009-KIT SEAL,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9615@TREEFARMER,9615@TREEFARMER,9615,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9615,13825,Default,simple,Default Category,base,,125.53,209.22,,,,,,,9615-CYLINDER,,,0,,,,,,,,,Use config,Use config,9615-CYLINDER,9615-CYLINDER,Product Info Column,,209.22,,,TREEFARMER,9615-CYLINDER,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96188@CHAMPION,96188@CHAMPION,96188,CHAMPION,CHAMPION,CHAMPION,,Replacement Parts,,120,96188,13826,Default,simple,Default Category,base,,317.44,529.07,,,,,,,96188-ASSEMBLY,,,0,,,,,,,,,Use config,Use config,96188-ASSEMBLY,96188-ASSEMBLY,Product Info Column,,529.07,,,CHAMPION,96188-ASSEMBLY,,,,,,Enabled,None,,,,,,"Catalog, Search",10,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96-188@CHAMPION,96-188@CHAMPION,96-188,CHAMPION,CHAMPION,CHAMPION,,Replacement Parts,,120,96-188,13827,Default,simple,Default Category,base,,317.44,529.07,,,,,,,96-188-ASSEMBLY,,,0,,,,,,,,,Use config,Use config,96-188-ASSEMBLY,96-188-ASSEMBLY,Product Info Column,,529.07,,,CHAMPION,96-188-ASSEMBLY,,,,,,Enabled,None,,,,,,"Catalog, Search",10,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9619@TREEFARMER,9619@TREEFARMER,9619,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9619,13828,Default,simple,Default Category,base,,128.55,214.25,,,,,,,9619-CYLINDER ASSEMBLY,,,0,,,,,,,,,Use config,Use config,9619-CYLINDER ASSEMBLY,9619-CYLINDER ASSEMBLY,Product Info Column,,214.25,,,TREEFARMER,9619-CYLINDER ASSEMBLY,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9620@TREEFARMER,9620@TREEFARMER,9620,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9620,13829,Default,simple,Default Category,base,,3.05,5.08,,,,,,,9620-SPRING,,,0,,,,,,,,,Use config,Use config,9620-SPRING,9620-SPRING,Product Info Column,,5.08,,,TREEFARMER,9620-SPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9622@TREEFARMER,9622@TREEFARMER,9622,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9622,13830,Default,simple,Default Category,base,,88,146.67,,,,,,,9622-CYLINDER,,,0,,,,,,,,,Use config,Use config,9622-CYLINDER,9622-CYLINDER,Product Info Column,,146.67,,,TREEFARMER,9622-CYLINDER,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,963@PRESTOLITE,963@PRESTOLITE,963,PRESTOLITE,PRESTOLITE,PRESTOLITE,,Replacement Parts,,120,963,13831,Default,simple,Default Category,base,,60,100,,,,,,,963-U JOINT,,,0,,,,,,,,,Use config,Use config,963-U JOINT,963-U JOINT,Product Info Column,,100,,,PRESTOLITE,963-U JOINT,,,,,,Enabled,None,,,,,,"Catalog, Search",13,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9636@TREEFARMER,9636@TREEFARMER,9636,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9636,13832,Default,simple,Default Category,base,,17.17,28.62,,,,,,,9636-BEARING,,,0,,,,,,,,,Use config,Use config,9636-BEARING,9636-BEARING,Product Info Column,,28.62,,,TREEFARMER,9636-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9637@TREEFARMER,9637@TREEFARMER,9637,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9637,13833,Default,simple,Default Category,base,,0.39,0.65,,,,,,,9637-ORING,,,0,,,,,,,,,Use config,Use config,9637-ORING,9637-ORING,Product Info Column,,0.65,,,TREEFARMER,9637-ORING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9643@TREEFARMER,9643@TREEFARMER,9643,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9643,13834,Default,simple,Default Category,base,,3.67,6.12,,,,,,,9643-CAM,,,0,,,,,,,,,Use config,Use config,9643-CAM,9643-CAM,Product Info Column,,6.12,,,TREEFARMER,9643-CAM,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9644@TREEFARMER,9644@TREEFARMER,9644,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9644,13835,Default,simple,Default Category,base,,3.02,5.03,,,,,,,9644-PLATE,,,0,,,,,,,,,Use config,Use config,9644-PLATE,9644-PLATE,Product Info Column,,5.03,,,TREEFARMER,9644-PLATE,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96467@NEW PROCESS,96467@NEW PROCESS,96467,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96467,13836,Default,simple,Default Category,base,,544.5,907.5,,,,,,,96467-HOUSING,,,0,,,,,,,,,Use config,Use config,96467-HOUSING,96467-HOUSING,Product Info Column,,907.5,,,NEW PROCESS,96467-HOUSING,,,,,,Enabled,None,,,,,,"Catalog, Search",66,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9648@TREEFARMER,9648@TREEFARMER,9648,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9648,13837,Default,simple,Default Category,base,,9.19,15.32,,,,,,,9648-BEARING,,,0,,,,,,,,,Use config,Use config,9648-BEARING,9648-BEARING,Product Info Column,,15.32,,,TREEFARMER,9648-BEARING,,,,,,Enabled,None,,,,,,"Catalog, Search",1,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,964862@EATON,964862@EATON,964862,EATON,EATON,EATON,,Replacement Parts,,120,964862,13838,Default,simple,Default Category,base,,332.5,554.17,,,,,,,964862-GEARSET,,,0,,,,,,,,,Use config,Use config,964862-GEARSET,964862-GEARSET,Product Info Column,,554.17,,,EATON,964862-GEARSET,,,,,,Enabled,None,,,,,,"Catalog, Search",45,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,964993@EATON,964993@EATON,964993,EATON,EATON,EATON,,Replacement Parts,,120,964993,13839,Default,simple,Default Category,base,,43.24,72.07,,,,,,,964993-SHAFT,,,0,,,,,,,,,Use config,Use config,964993-SHAFT,964993-SHAFT,Product Info Column,,72.07,,,EATON,964993-SHAFT,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9650@TREEFARMER,9650@TREEFARMER,9650,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9650,13840,Default,simple,Default Category,base,,0.25,0.42,,,,,,,9650-CAPSCREW,,,0,,,,,,,,,Use config,Use config,9650-CAPSCREW,9650-CAPSCREW,Product Info Column,,0.42,,,TREEFARMER,9650-CAPSCREW,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965004@EATON,965004@EATON,965004,EATON,EATON,EATON,,Replacement Parts,,120,965004,13841,Default,simple,Default Category,base,,53,88.33,,,,,,,965004-PIN,,,0,,,,,,,,,Use config,Use config,965004-PIN,965004-PIN,Product Info Column,,88.33,,,EATON,965004-PIN,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965019@EATON,965019@EATON,965019,EATON,EATON,EATON,,Replacement Parts,,120,965019,13842,Default,simple,Default Category,base,,281.62,469.37,,,,,,,965019-SPIDER,,,0,,,,,,,,,Use config,Use config,965019-SPIDER,965019-SPIDER,Product Info Column,,469.37,,,EATON,965019-SPIDER,,,,,,Enabled,None,,,,,,"Catalog, Search",48,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96512@NEW PROCESS,96512@NEW PROCESS,96512,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96512,13843,Default,simple,Default Category,base,,12.27,20.45,,,,,,,96512-WASHER,,,0,,,,,,,,,Use config,Use config,96512-WASHER,96512-WASHER,Product Info Column,,20.45,,,NEW PROCESS,96512-WASHER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965126@EATON,965126@EATON,965126,EATON,EATON,EATON,,Replacement Parts,,120,965126,13844,Default,simple,Default Category,base,,103.33,172.22,,,,,,,965126-GEAR,,,0,,,,,,,,,Use config,Use config,965126-GEAR,965126-GEAR,Product Info Column,,172.22,,,EATON,965126-GEAR,,,,,,Enabled,None,,,,,,"Catalog, Search",4,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965129@EATON,965129@EATON,965129,EATON,EATON,EATON,,Replacement Parts,,120,965129,13845,Default,simple,Default Category,base,,70.25,117.08,,,,,,,965129-GEAR,,,0,,,,,,,,,Use config,Use config,965129-GEAR,965129-GEAR,Product Info Column,,117.08,,,EATON,965129-GEAR,,,,,,Enabled,None,,,,,,"Catalog, Search",9,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965130@EATON,965130@EATON,965130,EATON,EATON,EATON,,Replacement Parts,,120,965130,13846,Default,simple,Default Category,base,,350.24,583.73,,,,,,,965130-GEAR,,,0,,,,,,,,,Use config,Use config,965130-GEAR,965130-GEAR,Product Info Column,,583.73,,,EATON,965130-GEAR,,,,,,Enabled,None,,,,,,"Catalog, Search",17,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965131@EATON,965131@EATON,965131,EATON,EATON,EATON,,Replacement Parts,,120,965131,13847,Default,simple,Default Category,base,,35.59,59.32,,,,,,,965131-GEAR,,,0,,,,,,,,,Use config,Use config,965131-GEAR,965131-GEAR,Product Info Column,,59.32,,,EATON,965131-GEAR,,,,,,Enabled,None,,,,,,"Catalog, Search",2,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,965132@EATON,965132@EATON,965132,EATON,EATON,EATON,,Replacement Parts,,120,965132,13848,Default,simple,Default Category,base,,77.51,129.18,,,,,,,965132-GEAR,,,0,,,,,,,,,Use config,Use config,965132-GEAR,965132-GEAR,Product Info Column,,129.18,,,EATON,965132-GEAR,,,,,,Enabled,None,,,,,,"Catalog, Search",5,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9652@TREEFARMER,9652@TREEFARMER,9652,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9652,13849,Default,simple,Default Category,base,,12.61,21.02,,,,,,,9652-RETAINER,,,0,,,,,,,,,Use config,Use config,9652-RETAINER,9652-RETAINER,Product Info Column,,21.02,,,TREEFARMER,9652-RETAINER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9657@TREEFARMER,9657@TREEFARMER,9657,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9657,13850,Default,simple,Default Category,base,,2.68,4.47,,,,,,,9657-SEAL,,,0,,,,,,,,,Use config,Use config,9657-SEAL,9657-SEAL,Product Info Column,,4.47,,,TREEFARMER,9657-SEAL,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96638@NEW PROCESS,96638@NEW PROCESS,96638,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96638,13851,Default,simple,Default Category,base,,1.36,2.27,,,,,,,96638-WASHER,,,0,,,,,,,,,Use config,Use config,96638-WASHER,96638-WASHER,Product Info Column,,2.27,,,NEW PROCESS,96638-WASHER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9668@TREEFARMER,9668@TREEFARMER,9668,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9668,13852,Default,simple,Default Category,base,,195,325,,,,,,,9668-BAND,,,0,,,,,,,,,Use config,Use config,9668-BAND,9668-BAND,Product Info Column,,325,,,TREEFARMER,9668-BAND,,,,,,Enabled,None,,,,,,"Catalog, Search",3,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9671@TREEFARMER,9671@TREEFARMER,9671,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9671,13853,Default,simple,Default Category,base,,1.56,2.6,,,,,,,9671-ELBOW,,,0,,,,,,,,,Use config,Use config,9671-ELBOW,9671-ELBOW,Product Info Column,,2.6,,,TREEFARMER,9671-ELBOW,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96711A@NEW PROCESS,96711A@NEW PROCESS,96711A,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96711A,13854,Default,simple,Default Category,base,,1.22,2.03,,,,,,,96711A-SNAPRING,,,0,,,,,,,,,Use config,Use config,96711A-SNAPRING,96711A-SNAPRING,Product Info Column,,2.03,,,NEW PROCESS,96711A-SNAPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96711B@NEW PROCESS,96711B@NEW PROCESS,96711B,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96711B,13855,Default,simple,Default Category,base,,1.13,1.88,,,,,,,96711B-SNAPRING,,,0,,,,,,,,,Use config,Use config,96711B-SNAPRING,96711B-SNAPRING,Product Info Column,,1.88,,,NEW PROCESS,96711B-SNAPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96711C@NEW PROCESS,96711C@NEW PROCESS,96711C,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96711C,13856,Default,simple,Default Category,base,,4.1,6.83,,,,,,,96711C-SNAPRING,,,0,,,,,,,,,Use config,Use config,96711C-SNAPRING,96711C-SNAPRING,Product Info Column,,6.83,,,NEW PROCESS,96711C-SNAPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,96711D@NEW PROCESS,96711D@NEW PROCESS,96711D,NEW PROCESS,NEW PROCESS,NEW PROCESS,,Replacement Parts,,120,96711D,13857,Default,simple,Default Category,base,,1.24,2.07,,,,,,,96711D-SNAPRING,,,0,,,,,,,,,Use config,Use config,96711D-SNAPRING,96711D-SNAPRING,Product Info Column,,2.07,,,NEW PROCESS,96711D-SNAPRING,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
base,9676@TREEFARMER,9676@TREEFARMER,9676,TREEFARMER,TREEFARMER,TREEFARMER,,Replacement Parts,,120,9676,13858,Default,simple,Default Category,base,,1.78,2.97,,,,,,,9676-BREATHER,,,0,,,,,,,,,Use config,Use config,9676-BREATHER,9676-BREATHER,Product Info Column,,2.97,,,TREEFARMER,9676-BREATHER,,,,,,Enabled,None,,,,,,"Catalog, Search",0,5,0,1,0,0,1,1,1,0,1,1,,1,0,1,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
